0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040000000000000036e+00,1.040000000000000036e+00,1.000000000000000000e+00,1.060000000000000053e+00,1.082000000000000073e+00,1.048999999999999932e+00,1.048999999999999932e+00,1.072000000000000064e+00,1.072000000000000064e+00,1.060000000000000053e+00,1.060000000000000053e+00,1.086999999999999966e+00,1.086999999999999966e+00,1.072999999999999954e+00,1.072999999999999954e+00,1.104999999999999982e+00,1.104999999999999982e+00,1.143000000000000016e+00,1.143000000000000016e+00,1.143000000000000016e+00,1.187000000000000055e+00,1.245999999999999996e+00,1.304000000000000048e+00,1.304000000000000048e+00,1.375999999999999890e+00,1.375999999999999890e+00,1.375999999999999890e+00,1.467999999999999972e+00,1.467999999999999972e+00,1.588999999999999968e+00,1.588999999999999968e+00,1.750999999999999890e+00,1.000000000000000000e+00,1.750999999999999890e+00,1.854999999999999982e+00,1.959000000000000075e+00,1.959000000000000075e+00,2.130999999999999783e+00,2.130999999999999783e+00,2.130999999999999783e+00,1.000000000000000000e+00,2.842000000000000082e+00,1.000000000000000000e+00,3.261000000000000121e+00,3.447000000000000064e+00,3.887999999999999901e+00,3.887999999999999901e+00,4.059999999999999609e+00,4.059999999999999609e+00,4.059999999999999609e+00,3.850000000000000089e+00,3.850000000000000089e+00,3.286999999999999922e+00,3.286999999999999922e+00,2.468999999999999861e+00,2.206999999999999851e+00,2.206999999999999851e+00,2.206999999999999851e+00,1.784999999999999920e+00,1.784999999999999920e+00,1.504999999999999893e+00,1.588000000000000078e+00,1.308000000000000052e+00,1.308000000000000052e+00,1.118000000000000105e+00,1.118000000000000105e+00,1.118000000000000105e+00,1.252999999999999892e+00,1.252999999999999892e+00,1.419000000000000039e+00,1.419000000000000039e+00,1.419000000000000039e+00,1.544000000000000039e+00
1.040000000000000036e+00,1.040000000000000036e+00,1.000000000000000000e+00,1.060000000000000053e+00,1.082000000000000073e+00,1.048999999999999932e+00,1.048999999999999932e+00,1.072000000000000064e+00,1.072000000000000064e+00,1.060000000000000053e+00,1.060000000000000053e+00,1.086999999999999966e+00,1.086999999999999966e+00,1.072999999999999954e+00,1.072999999999999954e+00,1.104999999999999982e+00,1.104999999999999982e+00,1.143000000000000016e+00,1.143000000000000016e+00,1.143000000000000016e+00,1.187000000000000055e+00,1.245999999999999996e+00,1.304000000000000048e+00,1.304000000000000048e+00,1.375999999999999890e+00,1.375999999999999890e+00,1.375999999999999890e+00,1.467999999999999972e+00,1.467999999999999972e+00,1.588999999999999968e+00,1.588999999999999968e+00,1.750999999999999890e+00,1.000000000000000000e+00,1.750999999999999890e+00,1.854999999999999982e+00,1.959000000000000075e+00,1.959000000000000075e+00,2.130999999999999783e+00,2.130999999999999783e+00,2.130999999999999783e+00,1.000000000000000000e+00,2.842000000000000082e+00,1.000000000000000000e+00,3.261000000000000121e+00,3.447000000000000064e+00,3.887999999999999901e+00,3.887999999999999901e+00,4.059999999999999609e+00,4.059999999999999609e+00,4.059999999999999609e+00,3.850000000000000089e+00,3.850000000000000089e+00,3.286999999999999922e+00,3.286999999999999922e+00,2.468999999999999861e+00,2.206999999999999851e+00,2.206999999999999851e+00,2.206999999999999851e+00,1.784999999999999920e+00,1.784999999999999920e+00,1.504999999999999893e+00,1.588000000000000078e+00,1.308000000000000052e+00,1.308000000000000052e+00,1.118000000000000105e+00,1.118000000000000105e+00,1.118000000000000105e+00,1.252999999999999892e+00,1.252999999999999892e+00,1.419000000000000039e+00,1.419000000000000039e+00,1.419000000000000039e+00,1.544000000000000039e+00
2.133000000000000007e+00,2.133000000000000007e+00,2.092999999999999972e+00,2.153000000000000025e+00,2.174999999999999822e+00,2.141999999999999904e+00,2.141999999999999904e+00,2.165000000000000036e+00,2.165000000000000036e+00,2.153000000000000025e+00,2.153000000000000025e+00,2.180000000000000160e+00,2.180000000000000160e+00,2.165999999999999925e+00,2.165999999999999925e+00,2.197999999999999954e+00,2.197999999999999954e+00,2.236000000000000210e+00,2.236000000000000210e+00,2.236000000000000210e+00,2.279999999999999805e+00,2.338999999999999968e+00,2.396999999999999797e+00,2.396999999999999797e+00,2.468999999999999861e+00,2.468999999999999861e+00,2.468999999999999861e+00,2.560999999999999943e+00,2.560999999999999943e+00,2.681999999999999940e+00,2.681999999999999940e+00,2.843999999999999861e+00,2.092999999999999972e+00,2.843999999999999861e+00,2.947999999999999954e+00,3.052000000000000046e+00,3.052000000000000046e+00,3.224000000000000199e+00,3.224000000000000199e+00,3.224000000000000199e+00,2.092999999999999972e+00,3.935000000000000053e+00,2.092999999999999972e+00,4.354000000000000092e+00,4.540000000000000036e+00,4.980999999999999872e+00,4.980999999999999872e+00,5.152999999999999581e+00,5.152999999999999581e+00,5.152999999999999581e+00,4.942999999999999616e+00,4.942999999999999616e+00,4.379999999999999893e+00,4.379999999999999893e+00,3.561999999999999833e+00,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,2.878000000000000114e+00,2.878000000000000114e+00,2.597999999999999865e+00,2.681000000000000050e+00,2.400999999999999801e+00,2.400999999999999801e+00,2.210999999999999854e+00,2.210999999999999854e+00,2.210999999999999854e+00,2.346000000000000085e+00,2.346000000000000085e+00,2.512000000000000011e+00,2.512000000000000011e+00,2.512000000000000011e+00,2.637000000000000011e+00
2.133000000000000007e+00,2.133000000000000007e+00,2.092999999999999972e+00,2.153000000000000025e+00,2.174999999999999822e+00,2.141999999999999904e+00,2.141999999999999904e+00,2.165000000000000036e+00,2.165000000000000036e+00,2.153000000000000025e+00,2.153000000000000025e+00,2.180000000000000160e+00,2.180000000000000160e+00,2.165999999999999925e+00,2.165999999999999925e+00,2.197999999999999954e+00,2.197999999999999954e+00,2.236000000000000210e+00,2.236000000000000210e+00,2.236000000000000210e+00,2.279999999999999805e+00,2.338999999999999968e+00,2.396999999999999797e+00,2.396999999999999797e+00,2.468999999999999861e+00,2.468999999999999861e+00,2.468999999999999861e+00,2.560999999999999943e+00,2.560999999999999943e+00,2.681999999999999940e+00,2.681999999999999940e+00,2.843999999999999861e+00,2.092999999999999972e+00,2.843999999999999861e+00,2.947999999999999954e+00,3.052000000000000046e+00,3.052000000000000046e+00,3.224000000000000199e+00,3.224000000000000199e+00,3.224000000000000199e+00,2.092999999999999972e+00,3.935000000000000053e+00,2.092999999999999972e+00,4.354000000000000092e+00,4.540000000000000036e+00,4.980999999999999872e+00,4.980999999999999872e+00,5.152999999999999581e+00,5.152999999999999581e+00,5.152999999999999581e+00,4.942999999999999616e+00,4.942999999999999616e+00,4.379999999999999893e+00,4.379999999999999893e+00,3.561999999999999833e+00,3.299999999999999822e+00,3.299999999999999822e+00,3.299999999999999822e+00,2.878000000000000114e+00,2.878000000000000114e+00,2.597999999999999865e+00,2.681000000000000050e+00,2.400999999999999801e+00,2.400999999999999801e+00,2.210999999999999854e+00,2.210999999999999854e+00,2.210999999999999854e+00,2.346000000000000085e+00,2.346000000000000085e+00,2.512000000000000011e+00,2.512000000000000011e+00,2.512000000000000011e+00,2.637000000000000011e+00
3.326999999999999957e+00,3.326999999999999957e+00,3.286999999999999922e+00,3.346999999999999975e+00,3.369000000000000217e+00,3.335999999999999854e+00,3.335999999999999854e+00,3.358999999999999986e+00,3.358999999999999986e+00,3.346999999999999975e+00,3.346999999999999975e+00,3.374000000000000110e+00,3.374000000000000110e+00,3.359999999999999876e+00,3.359999999999999876e+00,3.391999999999999904e+00,3.391999999999999904e+00,3.430000000000000160e+00,3.430000000000000160e+00,3.430000000000000160e+00,3.474000000000000199e+00,3.532999999999999918e+00,3.591000000000000192e+00,3.591000000000000192e+00,3.662999999999999812e+00,3.662999999999999812e+00,3.662999999999999812e+00,3.754999999999999893e+00,3.754999999999999893e+00,3.875999999999999890e+00,3.875999999999999890e+00,4.038000000000000256e+00,3.286999999999999922e+00,4.038000000000000256e+00,4.142000000000000348e+00,4.246000000000000441e+00,4.246000000000000441e+00,4.418000000000000149e+00,4.418000000000000149e+00,4.418000000000000149e+00,3.286999999999999922e+00,5.128999999999999559e+00,3.286999999999999922e+00,5.548000000000000043e+00,5.733999999999999986e+00,6.174999999999999822e+00,6.174999999999999822e+00,6.347000000000000419e+00,6.347000000000000419e+00,6.347000000000000419e+00,6.136999999999999567e+00,6.136999999999999567e+00,5.573999999999999844e+00,5.573999999999999844e+00,4.756000000000000227e+00,4.493999999999999773e+00,4.493999999999999773e+00,4.493999999999999773e+00,4.072000000000000064e+00,4.072000000000000064e+00,3.791999999999999815e+00,3.875000000000000000e+00,3.595000000000000195e+00,3.595000000000000195e+00,3.404999999999999805e+00,3.404999999999999805e+00,3.404999999999999805e+00,3.540000000000000036e+00,3.540000000000000036e+00,3.705999999999999961e+00,3.705999999999999961e+00,3.705999999999999961e+00,3.830999999999999961e+00
3.326999999999999957e+00,3.326999999999999957e+00,3.286999999999999922e+00,3.346999999999999975e+00,3.369000000000000217e+00,3.335999999999999854e+00,3.335999999999999854e+00,3.358999999999999986e+00,3.358999999999999986e+00,3.346999999999999975e+00,3.346999999999999975e+00,3.374000000000000110e+00,3.374000000000000110e+00,3.359999999999999876e+00,3.359999999999999876e+00,3.391999999999999904e+00,3.391999999999999904e+00,3.430000000000000160e+00,3.430000000000000160e+00,3.430000000000000160e+00,3.474000000000000199e+00,3.532999999999999918e+00,3.591000000000000192e+00,3.591000000000000192e+00,3.662999999999999812e+00,3.662999999999999812e+00,3.662999999999999812e+00,3.754999999999999893e+00,3.754999999999999893e+00,3.875999999999999890e+00,3.875999999999999890e+00,4.038000000000000256e+00,3.286999999999999922e+00,4.038000000000000256e+00,4.142000000000000348e+00,4.246000000000000441e+00,4.246000000000000441e+00,4.418000000000000149e+00,4.418000000000000149e+00,4.418000000000000149e+00,3.286999999999999922e+00,5.128999999999999559e+00,3.286999999999999922e+00,5.548000000000000043e+00,5.733999999999999986e+00,6.174999999999999822e+00,6.174999999999999822e+00,6.347000000000000419e+00,6.347000000000000419e+00,6.347000000000000419e+00,6.136999999999999567e+00,6.136999999999999567e+00,5.573999999999999844e+00,5.573999999999999844e+00,4.756000000000000227e+00,4.493999999999999773e+00,4.493999999999999773e+00,4.493999999999999773e+00,4.072000000000000064e+00,4.072000000000000064e+00,3.791999999999999815e+00,3.875000000000000000e+00,3.595000000000000195e+00,3.595000000000000195e+00,3.404999999999999805e+00,3.404999999999999805e+00,3.404999999999999805e+00,3.540000000000000036e+00,3.540000000000000036e+00,3.705999999999999961e+00,3.705999999999999961e+00,3.705999999999999961e+00,3.830999999999999961e+00
4.631999999999999673e+00,4.631999999999999673e+00,4.591999999999999638e+00,4.652000000000000135e+00,4.674000000000000377e+00,4.641000000000000014e+00,4.641000000000000014e+00,4.663999999999999702e+00,4.663999999999999702e+00,4.652000000000000135e+00,4.652000000000000135e+00,4.679000000000000270e+00,4.679000000000000270e+00,4.665000000000000036e+00,4.665000000000000036e+00,4.697000000000000064e+00,4.697000000000000064e+00,4.735000000000000320e+00,4.735000000000000320e+00,4.735000000000000320e+00,4.778999999999999915e+00,4.838000000000000078e+00,4.895999999999999908e+00,4.895999999999999908e+00,4.967999999999999972e+00,4.967999999999999972e+00,4.967999999999999972e+00,5.059999999999999609e+00,5.059999999999999609e+00,5.181000000000000050e+00,5.181000000000000050e+00,5.342999999999999972e+00,4.591999999999999638e+00,5.342999999999999972e+00,5.447000000000000064e+00,5.551000000000000156e+00,5.551000000000000156e+00,5.722999999999999865e+00,5.722999999999999865e+00,5.722999999999999865e+00,4.591999999999999638e+00,6.434000000000000163e+00,4.591999999999999638e+00,6.852999999999999758e+00,7.038999999999999702e+00,7.480000000000000426e+00,7.480000000000000426e+00,7.652000000000000135e+00,7.652000000000000135e+00,7.652000000000000135e+00,7.442000000000000171e+00,7.442000000000000171e+00,6.878999999999999559e+00,6.878999999999999559e+00,6.060999999999999943e+00,5.799000000000000377e+00,5.799000000000000377e+00,5.799000000000000377e+00,5.376999999999999780e+00,5.376999999999999780e+00,5.097000000000000419e+00,5.179999999999999716e+00,4.900000000000000355e+00,4.900000000000000355e+00,4.709999999999999964e+00,4.709999999999999964e+00,4.709999999999999964e+00,4.844999999999999751e+00,4.844999999999999751e+00,5.011000000000000121e+00,5.011000000000000121e+00,5.011000000000000121e+00,5.136000000000000121e+00
4.631999999999999673e+00,4.631999999999999673e+00,4.591999999999999638e+00,4.652000000000000135e+00,4.674000000000000377e+00,4.641000000000000014e+00,4.641000000000000014e+00,4.663999999999999702e+00,4.663999999999999702e+00,4.652000000000000135e+00,4.652000000000000135e+00,4.679000000000000270e+00,4.679000000000000270e+00,4.665000000000000036e+00,4.665000000000000036e+00,4.697000000000000064e+00,4.697000000000000064e+00,4.735000000000000320e+00,4.735000000000000320e+00,4.735000000000000320e+00,4.778999999999999915e+00,4.838000000000000078e+00,4.895999999999999908e+00,4.895999999999999908e+00,4.967999999999999972e+00,4.967999999999999972e+00,4.967999999999999972e+00,5.059999999999999609e+00,5.059999999999999609e+00,5.181000000000000050e+00,5.181000000000000050e+00,5.342999999999999972e+00,4.591999999999999638e+00,5.342999999999999972e+00,5.447000000000000064e+00,5.551000000000000156e+00,5.551000000000000156e+00,5.722999999999999865e+00,5.722999999999999865e+00,5.722999999999999865e+00,4.591999999999999638e+00,6.434000000000000163e+00,4.591999999999999638e+00,6.852999999999999758e+00,7.038999999999999702e+00,7.480000000000000426e+00,7.480000000000000426e+00,7.652000000000000135e+00,7.652000000000000135e+00,7.652000000000000135e+00,7.442000000000000171e+00,7.442000000000000171e+00,6.878999999999999559e+00,6.878999999999999559e+00,6.060999999999999943e+00,5.799000000000000377e+00,5.799000000000000377e+00,5.799000000000000377e+00,5.376999999999999780e+00,5.376999999999999780e+00,5.097000000000000419e+00,5.179999999999999716e+00,4.900000000000000355e+00,4.900000000000000355e+00,4.709999999999999964e+00,4.709999999999999964e+00,4.709999999999999964e+00,4.844999999999999751e+00,4.844999999999999751e+00,5.011000000000000121e+00,5.011000000000000121e+00,5.011000000000000121e+00,5.136000000000000121e+00
6.057999999999999829e+00,6.057999999999999829e+00,6.017999999999999794e+00,6.078000000000000291e+00,6.099999999999999645e+00,6.067000000000000171e+00,6.067000000000000171e+00,6.089999999999999858e+00,6.089999999999999858e+00,6.078000000000000291e+00,6.078000000000000291e+00,6.105000000000000426e+00,6.105000000000000426e+00,6.091000000000000192e+00,6.091000000000000192e+00,6.123000000000000220e+00,6.123000000000000220e+00,6.160999999999999588e+00,6.160999999999999588e+00,6.160999999999999588e+00,6.205000000000000071e+00,6.264000000000000234e+00,6.322000000000000064e+00,6.322000000000000064e+00,6.394000000000000128e+00,6.394000000000000128e+00,6.394000000000000128e+00,6.485999999999999766e+00,6.485999999999999766e+00,6.607000000000000206e+00,6.607000000000000206e+00,6.769000000000000128e+00,6.017999999999999794e+00,6.769000000000000128e+00,6.873000000000000220e+00,6.977000000000000313e+00,6.977000000000000313e+00,7.149000000000000021e+00,7.149000000000000021e+00,7.149000000000000021e+00,6.017999999999999794e+00,7.860000000000000320e+00,6.017999999999999794e+00,8.278999999999999915e+00,8.464999999999999858e+00,8.906000000000000583e+00,8.906000000000000583e+00,9.077999999999999403e+00,9.077999999999999403e+00,9.077999999999999403e+00,8.868000000000000327e+00,8.868000000000000327e+00,8.304999999999999716e+00,8.304999999999999716e+00,7.487000000000000099e+00,7.224999999999999645e+00,7.224999999999999645e+00,7.224999999999999645e+00,6.802999999999999936e+00,6.802999999999999936e+00,6.522999999999999687e+00,6.605999999999999872e+00,6.325999999999999623e+00,6.325999999999999623e+00,6.136000000000000121e+00,6.136000000000000121e+00,6.136000000000000121e+00,6.270999999999999908e+00,6.270999999999999908e+00,6.437000000000000277e+00,6.437000000000000277e+00,6.437000000000000277e+00,6.562000000000000277e+00
