0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.993999999999999995e+00,2.426000000000000156e+00,2.428999999999999826e+00,2.581999999999999851e+00,3.075000000000000178e+00,4.490000000000000213e+00,6.006000000000000227e+00,5.979000000000000092e+00,5.338000000000000078e+00,2.843999999999999861e+00,2.044999999999999929e+00,1.875000000000000000e+00,1.860000000000000098e+00,1.689999999999999947e+00,1.540000000000000036e+00,1.260000000000000009e+00,1.225000000000000089e+00,1.191999999999999948e+00,1.125999999999999890e+00,1.000000000000000000e+00,9.098000000000000531e-01,9.892999999999999572e-01,8.695000000000000506e-01
1.993999999999999995e+00,2.426000000000000156e+00,2.428999999999999826e+00,2.581999999999999851e+00,3.075000000000000178e+00,4.490000000000000213e+00,6.006000000000000227e+00,5.979000000000000092e+00,5.338000000000000078e+00,2.843999999999999861e+00,2.044999999999999929e+00,1.875000000000000000e+00,1.860000000000000098e+00,1.689999999999999947e+00,1.540000000000000036e+00,1.260000000000000009e+00,1.225000000000000089e+00,1.191999999999999948e+00,1.125999999999999890e+00,1.000000000000000000e+00,9.098000000000000531e-01,9.892999999999999572e-01,8.695000000000000506e-01
3.087000000000000188e+00,3.519000000000000128e+00,3.521999999999999797e+00,3.674999999999999822e+00,4.168000000000000149e+00,5.583000000000000185e+00,7.099000000000000199e+00,7.072000000000000064e+00,6.431000000000000050e+00,3.936999999999999833e+00,3.137999999999999901e+00,2.967999999999999972e+00,2.952999999999999847e+00,2.782999999999999918e+00,2.633000000000000007e+00,2.353000000000000203e+00,2.318000000000000060e+00,2.285000000000000142e+00,2.218999999999999861e+00,2.092999999999999972e+00,2.002800000000000136e+00,2.082300000000000040e+00,1.962499999999999911e+00
3.087000000000000188e+00,3.519000000000000128e+00,3.521999999999999797e+00,3.674999999999999822e+00,4.168000000000000149e+00,5.583000000000000185e+00,7.099000000000000199e+00,7.072000000000000064e+00,6.431000000000000050e+00,3.936999999999999833e+00,3.137999999999999901e+00,2.967999999999999972e+00,2.952999999999999847e+00,2.782999999999999918e+00,2.633000000000000007e+00,2.353000000000000203e+00,2.318000000000000060e+00,2.285000000000000142e+00,2.218999999999999861e+00,2.092999999999999972e+00,2.002800000000000136e+00,2.082300000000000040e+00,1.962499999999999911e+00
4.280999999999999694e+00,4.713000000000000078e+00,4.716000000000000192e+00,4.868999999999999773e+00,5.362000000000000099e+00,6.777000000000000135e+00,8.292999999999999261e+00,8.266000000000000014e+00,7.625000000000000000e+00,5.131000000000000227e+00,4.331999999999999851e+00,4.161999999999999922e+00,4.147000000000000242e+00,3.976999999999999869e+00,3.826999999999999957e+00,3.547000000000000153e+00,3.512000000000000011e+00,3.479000000000000092e+00,3.412999999999999812e+00,3.286999999999999922e+00,3.196800000000000086e+00,3.276299999999999990e+00,3.156499999999999861e+00
4.280999999999999694e+00,4.713000000000000078e+00,4.716000000000000192e+00,4.868999999999999773e+00,5.362000000000000099e+00,6.777000000000000135e+00,8.292999999999999261e+00,8.266000000000000014e+00,7.625000000000000000e+00,5.131000000000000227e+00,4.331999999999999851e+00,4.161999999999999922e+00,4.147000000000000242e+00,3.976999999999999869e+00,3.826999999999999957e+00,3.547000000000000153e+00,3.512000000000000011e+00,3.479000000000000092e+00,3.412999999999999812e+00,3.286999999999999922e+00,3.196800000000000086e+00,3.276299999999999990e+00,3.156499999999999861e+00
5.586000000000000298e+00,6.017999999999999794e+00,6.020999999999999908e+00,6.174000000000000377e+00,6.666999999999999815e+00,8.082000000000000739e+00,9.598000000000000753e+00,9.570999999999999730e+00,8.929999999999999716e+00,6.435999999999999943e+00,5.636999999999999567e+00,5.466999999999999638e+00,5.451999999999999957e+00,5.282000000000000028e+00,5.131999999999999673e+00,4.852000000000000313e+00,4.817000000000000171e+00,4.783999999999999808e+00,4.717999999999999972e+00,4.591999999999999638e+00,4.501800000000000246e+00,4.581299999999999706e+00,4.461500000000000021e+00
5.586000000000000298e+00,6.017999999999999794e+00,6.020999999999999908e+00,6.174000000000000377e+00,6.666999999999999815e+00,8.082000000000000739e+00,9.598000000000000753e+00,9.570999999999999730e+00,8.929999999999999716e+00,6.435999999999999943e+00,5.636999999999999567e+00,5.466999999999999638e+00,5.451999999999999957e+00,5.282000000000000028e+00,5.131999999999999673e+00,4.852000000000000313e+00,4.817000000000000171e+00,4.783999999999999808e+00,4.717999999999999972e+00,4.591999999999999638e+00,4.501800000000000246e+00,4.581299999999999706e+00,4.461500000000000021e+00
7.011999999999999567e+00,7.443999999999999950e+00,7.447000000000000064e+00,7.599999999999999645e+00,8.092999999999999972e+00,9.507999999999999119e+00,1.102399999999999913e+01,1.099699999999999989e+01,1.035599999999999987e+01,7.862000000000000099e+00,7.062999999999999723e+00,6.892999999999999794e+00,6.878000000000000114e+00,6.708000000000000185e+00,6.557999999999999829e+00,6.277999999999999581e+00,6.243000000000000327e+00,6.209999999999999964e+00,6.144000000000000128e+00,6.017999999999999794e+00,5.927800000000000402e+00,6.007299999999999862e+00,5.887500000000000178e+00
