Distance,Waterdepth
0.0,0.0
8.858581632653062,0.0
17.717163265306123,0.0
26.575744897959183,0.0
35.434326530612246,0.0
44.29290816326531,0.0
53.151489795918366,0.0
62.01007142857143,0.0
70.86865306122449,0.0
79.72723469387755,0.0
88.58581632653062,0.0
97.44439795918368,0.0
106.30297959183673,0.0
115.1615612244898,-0.00254
124.02014285714286,-0.142
132.87872448979593,-0.281
141.73730612244898,-0.42
150.59588775510204,-0.559
159.4544693877551,-0.699
168.31305102040818,-0.838
177.17163265306124,-0.977
186.0302142857143,-1.1
194.88879591836735,-1.296
203.7473775510204,-1.425
212.60595918367346,-2.251
221.46454081632655,-3.163
230.3231224489796,-5.432
239.18170408163266,-6.245
248.04028571428572,-7.136
256.8988673469388,-7.645
265.75744897959186,-7.988
274.6160306122449,-8.331
283.47461224489797,-8.674
292.333193877551,-9.0
301.1917755102041,-9.13
310.05035714285714,-9.351
318.9089387755102,-9.5
327.76752040816325,-9.726
336.62610204081636,-10.1
345.4846836734694,-10.332
354.3432653061225,-10.711
363.20184693877553,-11.01
372.0604285714286,-11.227
380.91901020408164,-11.4
389.7775918367347,-11.7
398.63617346938776,-11.916
407.4947551020408,-12.137
416.35333673469387,-12.718
425.2119183673469,-12.8
434.07050000000004,-12.827
442.9290816326531,-12.896
451.78766326530615,-13.37
460.6462448979592,-13.773
469.50482653061226,-13.5
478.3634081632653,-13.366
487.2219897959184,-13.311
496.08057142857143,-13.654
504.9391530612245,-14.097
513.7977346938776,-14.08
522.6563163265306,-13.9
531.5148979591837,-13.637
540.3734795918367,-13.331
549.2320612244898,-13.3
558.0906428571428,-13.045
566.9492244897959,-12.751
575.807806122449,-12.73
584.666387755102,-12.325
593.5249693877552,-11.874
602.3835510204082,-11.4
611.2421326530613,-11.444
620.1007142857143,-11.4
628.9592959183674,-11.201
637.8178775510204,-11.2
646.6764591836735,-11.258
655.5350408163265,-11.073
664.3936224489796,-10.63
673.2522040816327,-10.8
682.1107857142857,-10.261
690.9693673469388,-9.602
699.8279489795918,-9.259
708.686530612245,-9.108
717.545112244898,-8.973
726.4036938775511,-8.665
735.2622755102041,-8.543
744.1208571428572,-8.3
752.9794387755102,-8.101
761.8380204081633,-7.879
770.6966020408164,-7.658
779.5551836734694,-7.322
788.4137653061225,-6.879
797.2723469387755,-6.505
806.1309285714286,-6.147
814.9895102040816,-5.725
823.8480918367347,-5.308
832.7066734693877,-4.665
841.5652551020409,-4.478
850.4238367346939,-4.6
859.282418367347,-4.054
868.141,-4.0
