0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.633,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.121,-1.166,-1.3,-1.375,-1.4,-1.7,-1.504,-1.681,-1.76,-1.8,-1.945,-1.9,-1.996,-2,-2.02,-2.282,-2.011,-2.1,-2.271,-2.383,-2.697,-2.87,-2.794,-2.978,-2.8,-2.653,-2.907,-2.815,-2.899,-2.616,-2.932,-3.048,-3.591,-4.659,-4.505,-4.667,-4.407,-4.515,-4.184,-3.926,-3.9,-3.994,-4.043,-4.226,-4.1,-3.926,-3.9,-4.1,-3.984,-3.768,-3.753,-4.363,-4.279,-4.4,-4.889,-4.674,-4.358,-4.516,-4.626,-4.6,-5.416,-5.658,-5.363,-5.147,-5.268,-5.2,-5.225,-5.341,-5.144,-5,-5.652,-5.971,-6.133,-6.34,-6.2,-6.1,-6.1,-6.023,-6.1,-6.1,-6.171,-6.114,-6.098,-5.964,-5.767,-6.447,-6.931,-7.362,-7.697,-8.113,-8.357,-8.832,-8.94,-8.7,-8.791,-8.907,-9.2,-9.464,-9.859,-10.195,-10.611,-10.952,-11.268,-11.667,-11.9,-12,-12,-12.1,-12.1,-12.178,-12.294,-12.592,-12.951,-12.918,-13.307,-13.523,-13.902,-14.183,-14.52,-14.871,-15.103,-15.323,-15.458,-15.402,-14.455,-12.852,-9.831,-4.562,-2.189,-2,-1.9
-3.8,-4.433,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.921,-4.966,-5.1,-5.175,-5.2,-5.5,-5.304,-5.481,-5.56,-5.6,-5.745,-5.7,-5.796,-5.8,-5.82,-6.082,-5.811,-5.9,-6.071,-6.183,-6.497,-6.67,-6.594,-6.778,-6.6,-6.453,-6.707,-6.615,-6.699,-6.416,-6.732,-6.848,-7.391,-8.459,-8.305,-8.467,-8.207,-8.315,-7.984,-7.726,-7.7,-7.794,-7.843,-8.026,-7.9,-7.726,-7.7,-7.9,-7.784,-7.568,-7.553,-8.163,-8.079,-8.2,-8.689,-8.474,-8.158,-8.316,-8.426,-8.4,-9.216,-9.458,-9.163,-8.947,-9.068,-9,-9.025,-9.141,-8.944,-8.8,-9.452,-9.771,-9.933,-10.14,-10,-9.9,-9.9,-9.823,-9.9,-9.9,-9.971,-9.914,-9.898,-9.764,-9.567,-10.247,-10.731,-11.162,-11.497,-11.913,-12.157,-12.632,-12.74,-12.5,-12.591,-12.707,-13,-13.264,-13.659,-13.995,-14.411,-14.752,-15.068,-15.467,-15.7,-15.8,-15.8,-15.9,-15.9,-15.978,-16.094,-16.392,-16.751,-16.718,-17.107,-17.323,-17.702,-17.983,-18.32,-18.671,-18.903,-19.123,-19.258,-19.202,-18.255,-16.652,-13.631,-8.362,-5.989,-5.8,-5.7
-7.98,-8.613,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.08,-9.101,-9.146,-9.28,-9.355,-9.38,-9.68,-9.484,-9.661,-9.74,-9.78,-9.925,-9.88,-9.976,-9.98,-10,-10.262,-9.991,-10.08,-10.251,-10.363,-10.677,-10.85,-10.774,-10.958,-10.78,-10.633,-10.887,-10.795,-10.879,-10.596,-10.912,-11.028,-11.571,-12.639,-12.485,-12.647,-12.387,-12.495,-12.164,-11.906,-11.88,-11.974,-12.023,-12.206,-12.08,-11.906,-11.88,-12.08,-11.964,-11.748,-11.733,-12.343,-12.259,-12.38,-12.869,-12.654,-12.338,-12.496,-12.606,-12.58,-13.396,-13.638,-13.343,-13.127,-13.248,-13.18,-13.205,-13.321,-13.124,-12.98,-13.632,-13.951,-14.113,-14.32,-14.18,-14.08,-14.08,-14.003,-14.08,-14.08,-14.151,-14.094,-14.078,-13.944,-13.747,-14.427,-14.911,-15.342,-15.677,-16.093,-16.337,-16.812,-16.92,-16.68,-16.771,-16.887,-17.18,-17.444,-17.839,-18.175,-18.591,-18.932,-19.248,-19.647,-19.88,-19.98,-19.98,-20.08,-20.08,-20.158,-20.274,-20.572,-20.931,-20.898,-21.287,-21.503,-21.882,-22.163,-22.5,-22.851,-23.083,-23.303,-23.438,-23.382,-22.435,-20.832,-17.811,-12.542,-10.169,-9.98,-9.88
-12.578,-13.211,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.678,-13.699,-13.744,-13.878,-13.953,-13.978,-14.278,-14.082,-14.259,-14.338,-14.378,-14.523,-14.478,-14.574,-14.578,-14.598,-14.86,-14.589,-14.678,-14.849,-14.961,-15.275,-15.448,-15.372,-15.556,-15.378,-15.231,-15.485,-15.393,-15.477,-15.194,-15.51,-15.626,-16.169,-17.237,-17.083,-17.245,-16.985,-17.093,-16.762,-16.504,-16.478,-16.572,-16.621,-16.804,-16.678,-16.504,-16.478,-16.678,-16.562,-16.346,-16.331,-16.941,-16.857,-16.978,-17.467,-17.252,-16.936,-17.094,-17.204,-17.178,-17.994,-18.236,-17.941,-17.725,-17.846,-17.778,-17.803,-17.919,-17.722,-17.578,-18.23,-18.549,-18.711,-18.918,-18.778,-18.678,-18.678,-18.601,-18.678,-18.678,-18.749,-18.692,-18.676,-18.542,-18.345,-19.025,-19.509,-19.94,-20.275,-20.691,-20.935,-21.41,-21.518,-21.278,-21.369,-21.485,-21.778,-22.042,-22.437,-22.773,-23.189,-23.53,-23.846,-24.245,-24.478,-24.578,-24.578,-24.678,-24.678,-24.756,-24.872,-25.17,-25.529,-25.496,-25.885,-26.101,-26.48,-26.761,-27.098,-27.449,-27.681,-27.901,-28.036,-27.98,-27.033,-25.43,-22.409,-17.14,-14.767,-14.578,-14.478
-17.636,-18.269,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.736,-18.757,-18.802,-18.936,-19.011,-19.036,-19.336,-19.14,-19.317,-19.396,-19.436,-19.581,-19.536,-19.632,-19.636,-19.656,-19.918,-19.647,-19.736,-19.907,-20.019,-20.333,-20.506,-20.43,-20.614,-20.436,-20.289,-20.543,-20.451,-20.535,-20.252,-20.568,-20.684,-21.227,-22.295,-22.141,-22.303,-22.043,-22.151,-21.82,-21.562,-21.536,-21.63,-21.679,-21.862,-21.736,-21.562,-21.536,-21.736,-21.62,-21.404,-21.389,-21.999,-21.915,-22.036,-22.525,-22.31,-21.994,-22.152,-22.262,-22.236,-23.052,-23.294,-22.999,-22.783,-22.904,-22.836,-22.861,-22.977,-22.78,-22.636,-23.288,-23.607,-23.769,-23.976,-23.836,-23.736,-23.736,-23.659,-23.736,-23.736,-23.807,-23.75,-23.734,-23.6,-23.403,-24.083,-24.567,-24.998,-25.333,-25.749,-25.993,-26.468,-26.576,-26.336,-26.427,-26.543,-26.836,-27.1,-27.495,-27.831,-28.247,-28.588,-28.904,-29.303,-29.536,-29.636,-29.636,-29.736,-29.736,-29.814,-29.93,-30.228,-30.587,-30.554,-30.943,-31.159,-31.538,-31.819,-32.156,-32.507,-32.739,-32.959,-33.094,-33.038,-32.091,-30.488,-27.467,-22.198,-19.825,-19.636,-19.536
-23.199,-23.832,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.299,-24.32,-24.365,-24.499,-24.574,-24.599,-24.899,-24.703,-24.88,-24.959,-24.999,-25.144,-25.099,-25.195,-25.199,-25.219,-25.481,-25.21,-25.299,-25.47,-25.582,-25.896,-26.069,-25.993,-26.177,-25.999,-25.852,-26.106,-26.014,-26.098,-25.815,-26.131,-26.247,-26.79,-27.858,-27.704,-27.866,-27.606,-27.714,-27.383,-27.125,-27.099,-27.193,-27.242,-27.425,-27.299,-27.125,-27.099,-27.299,-27.183,-26.967,-26.952,-27.562,-27.478,-27.599,-28.088,-27.873,-27.557,-27.715,-27.825,-27.799,-28.615,-28.857,-28.562,-28.346,-28.467,-28.399,-28.424,-28.54,-28.343,-28.199,-28.851,-29.17,-29.332,-29.539,-29.399,-29.299,-29.299,-29.222,-29.299,-29.299,-29.37,-29.313,-29.297,-29.163,-28.966,-29.646,-30.13,-30.561,-30.896,-31.312,-31.556,-32.031,-32.139,-31.899,-31.99,-32.106,-32.399,-32.663,-33.058,-33.394,-33.81,-34.151,-34.467,-34.866,-35.099,-35.199,-35.199,-35.299,-35.299,-35.377,-35.493,-35.791,-36.15,-36.117,-36.506,-36.722,-37.101,-37.382,-37.719,-38.07,-38.302,-38.522,-38.657,-38.601,-37.654,-36.051,-33.03,-27.761,-25.388,-25.199,-25.099
-29.319,-29.952,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.419,-30.44,-30.485,-30.619,-30.694,-30.719,-31.019,-30.823,-31,-31.079,-31.119,-31.264,-31.219,-31.315,-31.319,-31.339,-31.601,-31.33,-31.419,-31.59,-31.702,-32.016,-32.189,-32.113,-32.297,-32.119,-31.972,-32.226,-32.134,-32.218,-31.935,-32.251,-32.367,-32.91,-33.978,-33.824,-33.986,-33.726,-33.834,-33.503,-33.245,-33.219,-33.313,-33.362,-33.545,-33.419,-33.245,-33.219,-33.419,-33.303,-33.087,-33.072,-33.682,-33.598,-33.719,-34.208,-33.993,-33.677,-33.835,-33.945,-33.919,-34.735,-34.977,-34.682,-34.466,-34.587,-34.519,-34.544,-34.66,-34.463,-34.319,-34.971,-35.29,-35.452,-35.659,-35.519,-35.419,-35.419,-35.342,-35.419,-35.419,-35.49,-35.433,-35.417,-35.283,-35.086,-35.766,-36.25,-36.681,-37.016,-37.432,-37.676,-38.151,-38.259,-38.019,-38.11,-38.226,-38.519,-38.783,-39.178,-39.514,-39.93,-40.271,-40.587,-40.986,-41.219,-41.319,-41.319,-41.419,-41.419,-41.497,-41.613,-41.911,-42.27,-42.237,-42.626,-42.842,-43.221,-43.502,-43.839,-44.19,-44.422,-44.642,-44.777,-44.721,-43.774,-42.171,-39.15,-33.881,-31.508,-31.319,-31.219
-36.051,-36.684,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.151,-37.172,-37.217,-37.351,-37.426,-37.451,-37.751,-37.555,-37.732,-37.811,-37.851,-37.996,-37.951,-38.047,-38.051,-38.071,-38.333,-38.062,-38.151,-38.322,-38.434,-38.748,-38.921,-38.845,-39.029,-38.851,-38.704,-38.958,-38.866,-38.95,-38.667,-38.983,-39.099,-39.642,-40.71,-40.556,-40.718,-40.458,-40.566,-40.235,-39.977,-39.951,-40.045,-40.094,-40.277,-40.151,-39.977,-39.951,-40.151,-40.035,-39.819,-39.804,-40.414,-40.33,-40.451,-40.94,-40.725,-40.409,-40.567,-40.677,-40.651,-41.467,-41.709,-41.414,-41.198,-41.319,-41.251,-41.276,-41.392,-41.195,-41.051,-41.703,-42.022,-42.184,-42.391,-42.251,-42.151,-42.151,-42.074,-42.151,-42.151,-42.222,-42.165,-42.149,-42.015,-41.818,-42.498,-42.982,-43.413,-43.748,-44.164,-44.408,-44.883,-44.991,-44.751,-44.842,-44.958,-45.251,-45.515,-45.91,-46.246,-46.662,-47.003,-47.319,-47.718,-47.951,-48.051,-48.051,-48.151,-48.151,-48.229,-48.345,-48.643,-49.002,-48.969,-49.358,-49.574,-49.953,-50.234,-50.571,-50.922,-51.154,-51.374,-51.509,-51.453,-50.506,-48.903,-45.882,-40.613,-38.24,-38.051,-37.951
-43.456,-44.089,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.556,-44.577,-44.622,-44.756,-44.831,-44.856,-45.156,-44.96,-45.137,-45.216,-45.256,-45.401,-45.356,-45.452,-45.456,-45.476,-45.738,-45.467,-45.556,-45.727,-45.839,-46.153,-46.326,-46.25,-46.434,-46.256,-46.109,-46.363,-46.271,-46.355,-46.072,-46.388,-46.504,-47.047,-48.115,-47.961,-48.123,-47.863,-47.971,-47.64,-47.382,-47.356,-47.45,-47.499,-47.682,-47.556,-47.382,-47.356,-47.556,-47.44,-47.224,-47.209,-47.819,-47.735,-47.856,-48.345,-48.13,-47.814,-47.972,-48.082,-48.056,-48.872,-49.114,-48.819,-48.603,-48.724,-48.656,-48.681,-48.797,-48.6,-48.456,-49.108,-49.427,-49.589,-49.796,-49.656,-49.556,-49.556,-49.479,-49.556,-49.556,-49.627,-49.57,-49.554,-49.42,-49.223,-49.903,-50.387,-50.818,-51.153,-51.569,-51.813,-52.288,-52.396,-52.156,-52.247,-52.363,-52.656,-52.92,-53.315,-53.651,-54.067,-54.408,-54.724,-55.123,-55.356,-55.456,-55.456,-55.556,-55.556,-55.634,-55.75,-56.048,-56.407,-56.374,-56.763,-56.979,-57.358,-57.639,-57.976,-58.327,-58.559,-58.779,-58.914,-58.858,-57.911,-56.308,-53.287,-48.018,-45.645,-45.456,-45.356
